journal,random_state,n_neighbors,nr_topics,topics_count,outliers_count,silhouette_score
nejm,2113514989,10,auto,26,4098,-0.53564763
nejm,950275394,10,auto,227,4188,0.3290988
nejm,340351565,10,auto,50,4021,-0.5322915
nejm,1297105044,10,auto,240,4083,0.34002718
nejm,1477497681,10,auto,238,4257,0.33858082
nejm,1477525307,10,auto,232,3975,0.27588528
nejm,564646333,10,auto,24,4070,-0.54643786
nejm,1929035783,10,auto,227,3966,0.27227286
nejm,1457078478,10,auto,53,4106,-0.5079481
nejm,1100936065,10,auto,245,3663,0.35004947
nejm,1691137133,10,auto,214,3723,0.22074889
nejm,738366946,10,auto,61,3747,-0.5050076
nejm,797222641,10,auto,228,4088,0.33437052
nejm,1471321296,10,auto,208,3973,0.2534918
nejm,1362558398,10,auto,236,3965,0.30121335
nejm,1445314994,10,auto,241,3522,0.30679864
nejm,313002637,10,auto,62,3868,-0.51531386
nejm,1240899701,10,auto,225,3878,0.34292337
nejm,956530129,10,auto,114,4146,-0.249069
nejm,1034072999,10,auto,244,3903,0.34527543
nejm,1117754699,10,auto,238,4106,0.3396307
nejm,1848714173,10,auto,19,4166,-0.5068679
nejm,968314250,10,auto,59,4103,-0.526751
nejm,1984639243,10,auto,91,3940,-0.34091142
nejm,72460536,10,auto,63,3727,-0.47614297
nejm,829995639,10,auto,217,3927,0.28602448
nejm,1899290024,10,auto,207,4045,0.19029947
nejm,1297601501,10,auto,229,4170,0.3186099
nejm,623480094,10,auto,48,3901,-0.52573586
nejm,42168623,10,auto,179,3801,0.1742743
nejm,299775171,10,auto,213,3639,0.26226306
nejm,1524013808,10,auto,217,3972,0.25672367
nejm,557371132,10,auto,235,3954,0.31675082
nejm,193074186,10,auto,73,4105,-0.46560597
nejm,1482721997,10,auto,223,4112,0.27449983
nejm,1852828518,10,auto,238,4086,0.3858329
nejm,1533992337,10,auto,211,3577,0.27390474
nejm,415653391,10,auto,232,3792,0.31277356
nejm,41513468,10,auto,60,3932,-0.46005026
nejm,1231899305,10,auto,21,3830,-0.54826975
nejm,1382032059,10,auto,221,3890,0.32447594
nejm,1980545152,10,auto,235,3877,0.34137708
nejm,96778194,10,auto,215,3920,0.24344032
nejm,1892854257,10,auto,45,3944,-0.51186717
nejm,1350405406,10,auto,48,4125,-0.51071125
nejm,108261296,10,auto,224,3813,0.3368527
nejm,345449593,10,auto,208,3858,0.2487101
nejm,1728422277,10,auto,224,3942,0.35435122
nejm,1271701643,10,auto,257,4045,0.408845
nejm,1830702870,10,auto,199,4168,0.19104885
nejm,1623598131,10,auto,231,4116,0.30203694
nejm,228272703,10,auto,28,4031,-0.5035075
nejm,1356632168,10,auto,47,3954,-0.53612137
nejm,19339735,10,auto,115,3889,-0.26368865
nejm,643163791,10,auto,238,3849,0.34967065
nejm,1973444077,10,auto,39,4326,-0.54277915
nejm,1205094391,10,auto,48,4202,-0.50880015
nejm,258626589,10,auto,233,4020,0.33645752
nejm,519457238,10,auto,226,4125,0.2530727
nejm,624486242,10,auto,250,4171,0.38082477
nejm,1447119523,10,auto,212,3624,0.16682978
nejm,1826858037,10,auto,203,4202,0.22767818
nejm,783221199,10,auto,111,4099,-0.27552614
nejm,134293887,10,auto,216,3949,0.28466246
nejm,1514645348,10,auto,208,4044,0.220468
nejm,766756179,10,auto,222,3921,0.2580733
nejm,1802151647,10,auto,23,4035,-0.5554637
nejm,553176162,10,auto,203,3806,0.21043085
nejm,414816088,10,auto,238,4155,0.3236693
nejm,1898913811,10,auto,48,4033,-0.5141471
nejm,1603782956,10,auto,219,4188,0.2612091
nejm,767604830,10,auto,228,3930,0.30100536
nejm,821415723,10,auto,32,4150,-0.54308593
nejm,1716108237,10,auto,234,3938,0.3323667
nejm,408623511,10,auto,235,4054,0.35683975
nejm,1751211157,10,auto,222,3929,0.29382282
nejm,1665910745,10,auto,244,4061,0.37718213
nejm,357767831,10,auto,220,4297,0.2588123
nejm,398623852,10,auto,28,4061,-0.520731
nejm,330362404,10,auto,50,3549,-0.5354421
nejm,2112570776,10,auto,48,4235,-0.55263746
nejm,1939902173,10,auto,39,3973,-0.5520021
nejm,385244711,10,auto,23,3490,-0.5604043
nejm,1504445914,10,auto,231,4253,0.28206474
nejm,1031262138,10,auto,225,4009,0.27344152
nejm,2009715339,10,auto,207,4072,0.23932579
nejm,399874659,10,auto,227,4043,0.33134997
nejm,1667283695,10,auto,57,4002,-0.48476136
nejm,2028712350,10,auto,220,4186,0.24429387
nejm,1496839689,10,auto,242,4051,0.3811318
nejm,516004948,10,auto,40,3988,-0.5440425
nejm,1701058001,10,auto,77,4127,-0.42352673
nejm,977170737,10,auto,228,3913,0.3241124
nejm,1111230358,10,auto,58,4226,-0.4684813
nejm,1912855880,10,auto,204,4094,0.24255612
nejm,1742896310,10,auto,242,3938,0.3877995
nejm,1507572108,10,auto,236,4033,0.31739303
nejm,1215025112,10,auto,101,4103,-0.3212347
nejm,998545169,10,auto,210,3914,0.23829015
nejm,1182478865,10,auto,204,4076,0.21822222
nejm,1507148112,10,auto,47,4164,-0.51695734
nejm,1042369318,10,auto,38,3914,-0.5196313
nejm,1887126253,10,auto,238,4299,0.40075433
nejm,2006568039,10,auto,224,3968,0.24008615
nejm,2003266659,10,auto,13,4005,-0.514169
nejm,1459101782,10,auto,241,3702,0.3677137
nejm,692845127,10,auto,61,4046,-0.48876092
nejm,294124639,10,auto,240,4075,0.40386018
nejm,980375034,10,auto,9,3798,-0.4014947
nejm,705468102,10,auto,225,3977,0.35878786
nejm,1880808085,10,auto,228,3985,0.35859507
nejm,1990720957,10,auto,243,4105,0.37063015
nejm,230782754,10,auto,229,4108,0.31294787
nejm,1115949824,10,auto,243,4160,0.36425304
nejm,2063711429,10,auto,246,4254,0.3453774
nejm,1415877020,10,auto,218,4059,0.21709488
nejm,1011565971,10,auto,237,4191,0.36711764
nejm,407906877,10,auto,223,4048,0.3592757
nejm,170620840,10,auto,218,4056,0.27994865
nejm,1417874447,10,auto,238,4089,0.3145816
nejm,1924108474,10,auto,216,4040,0.27476418
nejm,991964184,10,auto,212,4037,0.18675846
nejm,3214300,10,auto,190,3938,0.15649885
nejm,660568237,10,auto,225,3957,0.25338268
nejm,802212321,10,auto,213,4136,0.21767564
nejm,751199497,10,auto,53,4077,-0.4994498
nejm,388030093,10,auto,219,3727,0.2739125
nejm,2023620120,10,auto,231,4041,0.35683686
nejm,1813817457,10,auto,221,4150,0.26389775
nejm,6081093,10,auto,223,3405,0.29484963
nejm,1069111972,10,auto,219,3646,0.24158423
nejm,911647321,10,auto,209,3997,0.2485358
nejm,1365254727,10,auto,230,3988,0.37136057
nejm,699454473,10,auto,220,4063,0.3351276
nejm,1433400554,10,auto,143,3949,-0.16389814
nejm,1922277486,10,auto,213,3952,0.22796641
nejm,2121675964,10,auto,33,4007,-0.5530862
nejm,27771289,10,auto,209,3870,0.13873364
nejm,1049022504,10,auto,220,4056,0.27797103
nejm,756125804,10,auto,214,3717,0.27802122
nejm,2045613909,10,auto,243,4093,0.35781643
nejm,2071633047,10,auto,212,4064,0.2678813
nejm,1873422280,10,auto,64,4072,-0.48767433
nejm,393214512,10,auto,236,3862,0.30167148
nejm,1900008570,10,auto,222,4173,0.30601302
nejm,1793353126,10,auto,231,3719,0.24982245
nejm,772380951,10,auto,235,4062,0.27766332
nejm,550009237,10,auto,226,3980,0.29443747
nejm,983317647,10,auto,9,4175,-0.39829394
nejm,1547849392,10,auto,50,4227,-0.48889074
nejm,654086357,10,auto,222,4022,0.30248994
nejm,1996598951,10,auto,252,4010,0.3853326
nejm,366019836,10,auto,210,3560,0.24802801
nejm,955772674,10,auto,223,4294,0.31323338
nejm,1300516681,10,auto,233,4078,0.3533422
nejm,939626748,10,auto,64,4038,-0.50207305
nejm,1364583904,10,auto,70,4066,-0.4578049
nejm,1332546119,10,auto,244,3927,0.4052212
nejm,1645402802,10,auto,213,4043,0.27727503
nejm,1442363188,10,auto,235,3869,0.27161613
nejm,1057374753,10,auto,48,4120,-0.5097343
nejm,1197014110,10,auto,221,3599,0.2810745
nejm,957729481,10,auto,148,3975,-0.15568049
nejm,1453782800,10,auto,52,4228,-0.47813475
nejm,576455923,10,auto,219,3865,0.30868143
nejm,554854631,10,auto,243,3883,0.3813821
nejm,558539410,10,auto,213,3997,0.24930629
nejm,2119395694,10,auto,67,3962,-0.4640468
nejm,1208400003,10,auto,22,4164,-0.5375583
nejm,1080105011,10,auto,41,4259,-0.52700526
nejm,705698084,10,auto,219,3890,0.27791363
nejm,1759784643,10,auto,26,4113,-0.53477305
nejm,1631005815,10,auto,218,3945,0.28415716
nejm,1529349459,10,auto,111,3901,-0.2765538
nejm,380234964,10,auto,52,3925,-0.5408904
nejm,1555061488,10,auto,236,4038,0.3176237
nejm,1511556485,10,auto,230,3967,0.30276304
nejm,854838920,10,auto,5,4035,-0.33880568
nejm,1107583830,10,auto,59,4104,-0.50388473
nejm,380495245,10,auto,237,4158,0.30062655
nejm,1114143028,10,auto,223,4071,0.27658564
nejm,959656184,10,auto,229,4154,0.36462766
nejm,1979435858,10,auto,252,4333,0.3720699
nejm,180084704,10,auto,54,4028,-0.53014004
nejm,1819426562,10,auto,240,3987,0.35969263
nejm,1760560088,10,auto,107,3892,-0.28941643
nejm,1950201165,10,auto,238,4002,0.33810768
nejm,130123696,10,auto,92,4180,-0.40958378
nejm,709514261,10,auto,210,3736,0.24545938
nejm,1976036393,10,auto,215,4214,0.27461892
nejm,1724474005,10,auto,228,4033,0.29686558
nejm,1899521225,10,auto,213,3780,0.24527746
nejm,285511611,10,auto,62,3717,-0.52706397
nejm,1348526375,10,auto,41,4050,-0.53538907
nejm,1838383218,10,auto,219,3955,0.24166001
nejm,51157450,10,auto,206,3918,0.26686412
nejm,2031310342,10,auto,88,3688,-0.40667832
nejm,1871274217,10,auto,228,4027,0.34678745
nejm,644086414,10,auto,201,4183,0.24167973
nejm,605278185,10,auto,230,3999,0.30426145
nejm,1059728984,10,auto,220,4039,0.2799475
nejm,1261119277,10,auto,231,4074,0.3013558
nejm,1829642638,10,auto,18,4269,-0.53646165
nejm,1917954582,10,auto,229,4068,0.3326833
nejm,937949697,10,auto,28,3925,-0.5658253
nejm,1433932675,10,auto,224,4115,0.29988518
nejm,181970694,10,auto,8,3983,-0.3447914
nejm,1237928902,10,auto,239,4035,0.3217954
nejm,1241488193,10,auto,10,3752,-0.4059809
nejm,1774119403,10,auto,223,3884,0.2976521
nejm,1196629168,10,auto,229,4068,0.34516475
nejm,1612273584,10,auto,224,3985,0.29012972
nejm,920954771,10,auto,239,3584,0.32227284
nejm,37786687,10,auto,233,4018,0.33726987
nejm,7283973,10,auto,62,4310,-0.46684048
nejm,391040835,10,auto,237,3679,0.31171286
nejm,1996573348,10,auto,214,4212,0.24155107
nejm,2100857695,10,auto,225,3920,0.30039525
nejm,599357433,10,auto,55,4067,-0.5314306
nejm,421436296,10,auto,225,4284,0.2723491
nejm,861914778,10,auto,242,4098,0.38550666
nejm,1197979895,10,auto,240,4186,0.39667094
nejm,1377396897,10,auto,51,4215,-0.4932876
nejm,1548907607,10,auto,232,3966,0.3229466
nejm,367801022,10,auto,229,4078,0.3474463
nejm,1605585379,10,auto,244,3934,0.3659834
nejm,105316551,10,auto,214,4110,0.21139775
nejm,1173157600,10,auto,234,3657,0.36132184
nejm,1484509041,10,auto,214,4130,0.28066674
nejm,1019056644,10,auto,53,4043,-0.51022154
nejm,405933482,10,auto,217,3890,0.29729435
nejm,500971696,10,auto,219,4134,0.21341349
nejm,1957565810,10,auto,214,3962,0.17806017
nejm,613210056,10,auto,247,4053,0.35358524
nejm,326229762,10,auto,222,4087,0.25131273
nejm,1293782355,10,auto,214,3985,0.2910651
nejm,185799692,10,auto,239,3893,0.335718
nejm,386804588,10,auto,223,4011,0.22402516
nejm,1488147205,10,auto,53,3780,-0.5144153
nejm,2033021834,10,auto,15,3904,-0.5303636
nejm,1536629673,10,auto,214,3999,0.30042914
nejm,1029215284,10,auto,213,3870,0.23211497
nejm,1345844718,10,auto,213,4007,0.23101172
nejm,1760415200,10,auto,52,4036,-0.49074677
nejm,1667452581,10,auto,43,3936,-0.5280384
nejm,121746531,10,auto,20,4004,-0.5134756
nejm,245846144,10,auto,223,3939,0.24792412
nejm,1326949686,10,auto,201,4073,0.17344731
nejm,754388386,10,auto,223,4126,0.29153508
nejm,1034799033,10,auto,217,3779,0.24801023
nejm,1742545900,10,auto,204,3559,0.18222752
nejm,630010114,10,auto,239,3664,0.3628872
nejm,1941372805,10,auto,213,4185,0.27683315
nejm,825296671,10,auto,253,4007,0.37070656
nejm,97604738,10,auto,44,3929,-0.5115133
nejm,961394530,10,auto,234,3997,0.33655253
nejm,812127736,10,auto,243,4148,0.32801765
nejm,705695213,10,auto,204,3959,0.19945894
nejm,373417288,10,auto,210,4104,0.20279467
nejm,1269789653,10,auto,235,3859,0.35115921
nejm,1684766146,10,auto,221,4112,0.33399606
nejm,1448276844,10,auto,207,4001,0.2250931
nejm,615573578,10,auto,214,4161,0.28752676
nejm,1212943788,10,auto,208,3977,0.21282552
nejm,1610729236,10,auto,227,3735,0.326465
nejm,70883506,10,auto,238,4024,0.38052937
nejm,1251811367,10,auto,201,3858,0.17037226
nejm,1216902630,10,auto,187,3862,0.12611993
nejm,1194019548,10,auto,225,4144,0.34914982
nejm,972257391,10,auto,58,4153,-0.522594
nejm,1249178925,10,auto,8,3916,-0.3612406
nejm,155847402,10,auto,16,3974,-0.53520507
nejm,800041631,10,auto,210,3641,0.18304983
nejm,1732236762,10,auto,224,3918,0.27161318
nejm,384406871,10,auto,109,4137,-0.32369453
nejm,1403470162,10,auto,208,3974,0.22901653
nejm,1133948135,10,auto,214,4108,0.2571792
nejm,944938989,10,auto,211,3670,0.2587424
nejm,444867733,10,auto,234,3827,0.3518421
nejm,745338508,10,auto,222,3696,0.30993557
nejm,1512359893,10,auto,54,3983,-0.52263874
nejm,516415314,10,auto,44,3896,-0.5228693
nejm,881178258,10,auto,223,4105,0.31388727
nejm,436672947,10,auto,226,3926,0.30116525
nejm,2097121987,10,auto,230,4090,0.3345891
nejm,708260059,10,auto,241,4061,0.33971784
nejm,1500619046,10,auto,37,4048,-0.5164277
nejm,342352120,10,auto,230,4027,0.3783912
nejm,244986728,10,auto,54,4045,-0.49871546
nejm,1499555956,10,auto,213,4127,0.26216823
nejm,1429145179,10,auto,220,3999,0.28936705
nejm,2073214216,10,auto,226,4020,0.31407806
nejm,1182505562,10,auto,231,3953,0.32847768
nejm,287271988,10,auto,20,4246,-0.47619757
nejm,2113920698,10,auto,52,4027,-0.5195585
nejm,395486489,10,auto,234,4027,0.37130782
nejm,2000604520,10,auto,105,3495,-0.3194849
nejm,292489289,10,auto,31,4045,-0.5663802
nejm,731814006,10,auto,230,3981,0.33352038
nejm,1667947030,10,auto,222,3832,0.3135697
nejm,298841429,10,auto,216,4223,0.23245719
nejm,1975239492,10,auto,220,3920,0.27699122
nejm,2003476480,10,auto,213,3923,0.32824093
nejm,570244109,10,auto,7,3911,-0.3834588
nejm,136433261,10,auto,208,3840,0.17201017
nejm,289666642,10,auto,239,4290,0.35517812
nejm,1971808529,10,auto,215,4140,0.332087
nejm,119248056,10,auto,228,3879,0.28484643
nejm,1724549120,10,auto,215,4075,0.2848814
nejm,345001209,10,auto,222,4133,0.39020854
nejm,170385029,10,auto,246,3971,0.36957967
nejm,792701693,10,auto,230,4030,0.28063193
nejm,577115280,10,auto,228,3557,0.24545829
nejm,1822903619,10,auto,51,4003,-0.5313928
nejm,1765121327,10,auto,223,4375,0.1984219
nejm,628193239,10,auto,51,4102,-0.4995575
nejm,26469902,10,auto,191,4013,0.1353053
nejm,2028817713,10,auto,202,4026,0.16737257
nejm,1635589286,10,auto,228,4083,0.36477408
nejm,234207141,10,auto,33,4225,-0.5357193
nejm,1692355645,10,auto,49,4089,-0.5352279
nejm,863934759,10,auto,52,4189,-0.5039247
nejm,1225842790,10,auto,232,4018,0.29043365
nejm,7414319,10,auto,248,3701,0.37517238
nejm,1669747934,10,auto,241,3862,0.34183687
nejm,560223977,10,auto,192,4060,0.23937418
nejm,10083880,10,auto,53,4154,-0.4916729
nejm,111895896,10,auto,221,4118,0.304297
nejm,645998688,10,auto,61,3578,-0.498081
nejm,2090868359,10,auto,234,3863,0.28768793
nejm,1885534514,10,auto,221,4010,0.30457154
nejm,95193170,10,auto,236,4108,0.2981044
nejm,645993174,10,auto,231,3989,0.46954194
nejm,441775009,10,auto,220,3851,0.3410508
nejm,158866205,10,auto,230,3831,0.3586512
nejm,905529956,10,auto,230,4004,0.23907536
nejm,1010289127,10,auto,52,3885,-0.4952163
nejm,988309015,10,auto,43,4208,-0.50678617
nejm,544873100,10,auto,227,3979,0.34679434
nejm,16792718,10,auto,55,4138,-0.5308412
nejm,1581709433,10,auto,213,3729,0.20831989
nejm,1856220385,10,auto,216,3612,0.20775175
nejm,11105717,10,auto,225,3668,0.35365373
nejm,156840081,10,auto,227,4317,0.23761201
nejm,773913226,10,auto,235,3933,0.36179978
nejm,1168643576,10,auto,227,4266,0.31663874
nejm,1794600772,10,auto,236,3959,0.3170757
nejm,1234830225,10,auto,244,4068,0.4467686
nejm,1977825845,10,auto,231,3945,0.25079963
nejm,917431904,10,auto,236,3842,0.34677005
nejm,986961866,10,auto,244,4160,0.36414802
nejm,2134272854,10,auto,233,4112,0.3209586
nejm,401289140,10,auto,218,4182,0.22447966
nejm,982295808,10,auto,222,4111,0.3305291
nejm,103746282,10,auto,7,3930,-0.4404445
nejm,242002174,10,auto,217,4257,0.26792938
nejm,589513374,10,auto,44,4001,-0.53119427
nejm,1115636955,10,auto,220,3670,0.27777874
nejm,410802240,10,auto,234,3968,0.36679816
nejm,618816144,10,auto,235,4137,0.3536278
nejm,176527381,10,auto,47,3580,-0.51442087
nejm,1265449330,10,auto,246,4131,0.36320904
nejm,1858927006,10,auto,219,3961,0.3592005
nejm,1794996742,10,auto,199,3877,0.17069663
nejm,2102088751,10,auto,80,4261,-0.42634004
nejm,1880192444,10,auto,193,3918,0.09528629
nejm,723221428,10,auto,60,4039,-0.5410526
nejm,322634301,10,auto,229,3994,0.3035673
nejm,1567761291,10,auto,236,4324,0.3856891
nejm,1914308132,10,auto,243,4264,0.35426137
nejm,358734415,10,auto,222,4236,0.2894551
nejm,1197365273,10,auto,231,4148,0.31204656
nejm,136765664,10,auto,218,3973,0.27792755
nejm,1149625616,10,auto,60,3914,-0.5299022
nejm,1920265576,10,auto,52,3507,-0.5276174
nejm,980834190,10,auto,28,3896,-0.53550243
nejm,293397936,10,auto,49,3891,-0.536756
nejm,1278002214,10,auto,8,3925,-0.38099974
nejm,2072377962,10,auto,235,3704,0.3023792
nejm,1465301369,10,auto,214,3789,0.19804306
nejm,1126316090,10,auto,225,4056,0.25233513
nejm,447084402,10,auto,247,3912,0.35832715
nejm,944696787,10,auto,246,3935,0.37206492
nejm,883228522,10,auto,227,4032,0.26914534
nejm,924953574,10,auto,232,3945,0.292305
nejm,1454972061,10,auto,235,4255,0.36413902
nejm,1391106997,10,auto,227,4346,0.32306114
nejm,488926712,10,auto,218,3937,0.27939412
nejm,696902769,10,auto,215,4112,0.24188492
nejm,1814822488,10,auto,21,4120,-0.515582
nejm,663637390,10,auto,227,3890,0.29647195
nejm,1724455931,10,auto,242,3873,0.31056616
nejm,223657138,10,auto,226,4207,0.30913898
nejm,68829159,10,auto,225,3887,0.3019877
nejm,1159821731,10,auto,236,4260,0.32517412
nejm,1493603620,10,auto,64,3821,-0.50459564
nejm,1418785567,10,auto,49,3999,-0.5047789
nejm,1255521992,10,auto,229,3708,0.29960757
nejm,1724644532,10,auto,210,3881,0.14848158
nejm,1444872777,10,auto,227,4006,0.26728788
nejm,657269086,10,auto,51,3910,-0.51322854
nejm,2063113982,10,auto,236,3950,0.3261025
nejm,406197648,10,auto,180,3975,0.09089805
nejm,532105793,10,auto,209,4131,0.23072924
nejm,2060181616,10,auto,224,4090,0.31433612
nejm,1069875855,10,auto,217,4061,0.2924327
nejm,619092556,10,auto,232,3990,0.3390814
nejm,787732678,10,auto,253,4064,0.4015116
nejm,994358120,10,auto,223,3914,0.29312596
nejm,2003088781,10,auto,64,4156,-0.4784053
nejm,1257712172,10,auto,218,4189,0.29235724
nejm,916615979,10,auto,26,4165,-0.53769106
nejm,1075009053,10,auto,21,3835,-0.5532344
nejm,870889904,10,auto,212,3878,0.22429916
nejm,1576274522,10,auto,208,4309,0.20439313
nejm,1088324874,10,auto,49,3979,-0.51741284
nejm,1117520916,10,auto,238,4113,0.32800382
nejm,1119032088,10,auto,214,4033,0.18641806
nejm,232405441,10,auto,230,4051,0.33137384
nejm,1411541997,10,auto,235,4002,0.27709326
nejm,1668299586,10,auto,238,3939,0.3739831
nejm,1205973979,10,auto,207,3752,0.23833482
nejm,879195003,10,auto,225,3864,0.28342077
nejm,273617271,10,auto,232,4012,0.33323216
nejm,2059897041,10,auto,229,3976,0.36126336
nejm,785126190,10,auto,60,4131,-0.4925975
nejm,803168944,10,auto,204,4082,0.20286074
nejm,2131203807,10,auto,228,4017,0.30445838
nejm,2097326292,10,auto,211,4111,0.22203156
nejm,1750145752,10,auto,56,3911,-0.5072482
nejm,879540689,10,auto,228,4122,0.29844865
nejm,365065323,10,auto,92,4012,-0.3835102
nejm,841148325,10,auto,18,3831,-0.5059444
nejm,703994624,10,auto,58,3888,-0.53010786
nejm,1009042245,10,auto,50,3845,-0.5240844
nejm,1351390679,10,auto,214,4126,0.2788429
nejm,1703895785,10,auto,234,3974,0.27158162
nejm,2031736468,10,auto,211,3858,0.22071637
nejm,1458693337,10,auto,245,4243,0.377418
nejm,1919346145,10,auto,250,4091,0.32540524
nejm,2071894706,10,auto,107,3924,-0.28884843
nejm,734021419,10,auto,11,4007,-0.41065064
nejm,146044922,10,auto,233,4056,0.31302115
nejm,887772672,10,auto,50,4024,-0.49646273
nejm,145892733,10,auto,49,4229,-0.5059216
nejm,2080026447,10,auto,248,3984,0.39219773
nejm,452334066,10,auto,222,4000,0.2895727
nejm,1569453098,10,auto,224,3935,0.27788386
nejm,1404962729,10,auto,241,3992,0.32614374
nejm,1715759969,10,auto,230,4008,0.33656588
nejm,1103878079,10,auto,218,3976,0.25685036
nejm,832482328,10,auto,53,3972,-0.5078593
nejm,285209471,10,auto,207,4144,0.19891825
nejm,1370491139,10,auto,236,4055,0.30804527
nejm,324172818,10,auto,231,4023,0.36330667
nejm,676115200,10,auto,229,4015,0.3314177
nejm,1495471864,10,auto,44,4135,-0.5138612
nejm,15292046,10,auto,18,3472,-0.4890381
nejm,2112373448,10,auto,237,4068,0.34350646
nejm,763044551,10,auto,231,4076,0.3736464
nejm,1114912641,10,auto,103,3732,-0.2713543
nejm,1370508449,10,auto,202,4011,0.17175446
nejm,386952391,10,auto,227,3810,0.3157227
nejm,1932342378,10,auto,214,4185,0.2608843
nejm,468968884,10,auto,212,3826,0.28704825
nejm,1580978431,10,auto,50,3944,-0.5080788
nejm,555761807,10,auto,229,4138,0.3243888
nejm,1128060022,10,auto,47,4045,-0.54986787
nejm,1712424871,10,auto,222,3961,0.28308192
